"date","predicted_cases","lower_80","upper_80","lower_95","upper_95"
2026-01-01,-0.00939958561859579,-2036.53171376523,2036.51291459399,-3114.60150560672,3114.58270643548
2026-01-02,-0.00939958439065335,-2040.2823011323,2040.26350196352,-3120.33753399512,3120.31873482634
2026-01-03,-0.00939957829781404,-2044.02600680627,2044.00720764968,-3126.06303774473,3126.04423858813
2026-01-04,-0.00939957193807916,-2047.76286989717,2047.7440707533,-3131.77807666673,3131.75927752285
2026-01-05,-0.00939956963583066,-2051.49292791885,2051.47412877958,-3137.48270813131,3137.46390899204
2026-01-06,-0.0093995725860825,-2055.21621682273,2055.19741767755,-3143.1769871208,3143.15818797563
2026-01-07,-0.00939957824484563,-2058.93277189952,2058.91397274303,-3148.86096760905,3148.84216845256
2026-01-08,-0.0093995825234304,-2062.64262877178,2062.62382960673,-3154.5347040782,3154.51590491315
2026-01-09,-0.00939958266356854,-2066.34582386304,2066.32702469772,-3160.1982522347,3160.17945306938
2026-01-10,-0.00939957897164115,-2070.04239404123,2070.02359488329,-3165.85166846303,3165.83286930508
2026-01-11,-0.00939957432767516,-2073.73237579256,2073.7135766439,-3171.49500856249,3171.47620941383
2026-01-12,-0.00939957197679326,-2077.41580450785,2077.3970053639,-3177.12832665696,3177.10952751301
2026-01-13,-0.00939957326660613,-2081.09271439055,2081.07391524401,-3182.75167505539,3182.73287590885
2026-01-14,-0.00939957698551996,-2084.76313894076,2084.74433978679,-3188.36510499242,3188.34630583845
2026-01-15,-0.00939958037026016,-2088.427111682,2088.40831252126,-3193.96866773928,3193.94986857854
2026-01-16,-0.00939958115781005,-2092.08466657879,2092.06586741648,-3199.56241524144,3199.54361607913
2026-01-17,-0.00939957907172136,-2095.73583792124,2095.7170387631,-3205.14639994123,3205.12760078309
2026-01-18,-0.00939957580444919,-2099.38065979359,2099.36186064199,-3210.72067396512,3210.70187481352
2026-01-19,-0.00939957368129695,-2103.01916554709,2103.00036639972,-3216.28528831819,3216.26648917083
2026-01-20,-0.00939957404072547,-2106.6513876142,2106.63258846612,-3221.84029260093,3221.82149345285
2026-01-21,-0.00939957638448701,-2110.27735778656,2110.25855863379,-3227.3857354347,3227.36693628193
2026-01-22,-0.00939957893420272,-2113.89710769396,2113.87830853609,-3232.92166519403,3232.90286603617
2026-01-23,-0.00939957994431368,-2117.51066916554,2117.49187000565,-3238.44813055832,3238.42933139843
2026-01-24,-0.00939957887986222,-2121.11807422813,2121.09927507037,-3243.96518050866,3243.9463813509
2026-01-25,-0.00939957666653882,-2124.71935479226,2124.70055563892,-3249.4728638475,3249.45406469417
2026-01-26,-0.0093995749184659,-2128.31454226201,2128.29574311217,-3254.9712286024,3254.95242945256
2026-01-27,-0.00939957476665588,-2131.90366735545,2131.88486820591,-3260.46032175196,3260.44152260243
2026-01-28,-0.0093995761645813,-2135.48676022041,2135.46796106809,-3265.94018940338,3265.92139025105
2026-01-29,-0.0093995780111715,-2139.06385075787,2139.04505160185,-3271.4108772868,3271.39207813078
2026-01-30,-0.00939957901048807,-2142.63496890113,2142.61616974311,-3276.87243118195,3276.85363202393
2026-01-31,-0.00939957856956849,-2146.2001446776,2146.18134552046,-3282.32489701212,3282.30609785498
2026-02-01,-0.00939957712737757,-2149.75940802896,2149.74060887471,-3287.76832056893,3287.74952141467
2026-02-02,-0.00939957575758668,-2153.31278854365,2153.29398939213,-3293.2027471034,3293.18394795188
2026-02-03,-0.00939957538560883,-2156.86031528559,2156.84151613482,-3298.62822106448,3298.60942191371
2026-02-04,-0.00939957616134857,-2160.40201683778,2160.38321768545,-3304.04478616602,3304.02598701369
2026-02-05,-0.00939957744825152,-2163.93792150034,2163.91912234544,-3309.45248568966,3309.43368653476
2026-02-06,-0.00939957832515672,-2167.46805750392,2167.44925834727,-3314.85136281093,3314.83256365428
2026-02-07,-0.00939957823763761,-2170.99245308878,2170.97365393231,-3320.24146071989,3320.22266156341
2026-02-08,-0.00939957733998481,-2174.51113641536,2174.49233726068,-3325.62282248411,3325.60402332943
2026-02-09,-0.00939957632048704,-2178.0241353819,2178.00533622926,-3330.99549076993,3330.97669161729
2026-02-10,-0.00939957587887126,-2181.53147748843,2181.51267833667,-3336.35950763462,3336.34070848287
2026-02-11,-0.00939957626029655,-2185.03318982966,2185.01439067714,-3341.71491451585,3341.69611536333
2026-02-12,-0.00939957712489393,-2188.52929921702,2188.51050006277,-3347.06175241834,3347.04295326409
2026-02-13,-0.00939957783923299,-2192.0198323308,2192.00103317512,-3352.40006214641,3352.38126299073
2026-02-14,-0.00939957793450075,-2195.50481580134,2195.48601664547,-3357.7298844279,3357.71108527203
2026-02-15,-0.0093995774065103,-2198.98427617087,2198.96547701606,-3363.05125985565,3363.03246070083
2026-02-16,-0.00939957667347675,-2202.45823977757,2202.43944062422,-3368.36422871019,3368.34542955684
2026-02-17,-0.00939957625377015,-2205.92673264687,2205.90793349437,-3373.66883079373,3373.65003164122
2026-02-18,-0.00939957639939053,-2209.38978046821,2209.37098131541,-3378.96510539473,3378.94630624193
2026-02-19,-0.00939957695682097,-2212.8474086618,2212.82860950789,-3384.25309139013,3384.23429223622
2026-02-20,-0.00939957750835907,-2216.29964248585,2216.28084333083,-3389.53282740925,3389.51402825423
2026-02-21,-0.00939957768075238,-2219.74650710702,2219.72770795166,-3394.80435194139,3394.78555278602
2026-02-22,-0.00939957739456135,-2223.18802759318,2223.16922843839,-3400.06770332457,3400.04890416978
2026-02-23,-0.00939957688889884,-2226.62422884116,2226.60542968738,-3405.32291963508,3405.3041204813
2026-02-24,-0.00939957652675147,-2230.05513549816,2230.0363363451,-3410.57003856737,3410.55123941432
2026-02-25,-0.00939957654035874,-2233.48077192971,2233.46197277663,-3415.8090973852,3415.79029823212
2026-02-26,-0.00939957688336881,-2236.90116225495,2236.88236310119,-3421.04013297561,3421.02133382184
2026-02-27,-0.00939957729099788,-2240.31633041805,2240.29753126347,-3426.26318195819,3426.24438280361
2026-02-28,-0.00939957748092018,-2243.72630024643,2243.70750109147,-3431.478280774,3431.45948161904
2026-03-01,-0.00939957734569784,-2247.1310954582,2247.11229630351,-3436.6854656968,3436.66666654211
2026-03-02,-0.00939957700859694,-2250.53073962094,2250.51194046692,-3441.88477277003,3441.86597361602
2026-03-03,-0.00939957671839374,-2253.92525609495,2253.90645694151,-3447.07623772006,3447.05743856663
2026-03-04,-0.0093995766664756,-2257.31466800355,2257.29586885022,-3452.25989591086,3452.24109675753
2026-03-05,-0.00939957686485774,-2260.69899824761,2260.68019909388,-3457.43578236627,3457.41698321254
2026-03-06,-0.00939957715472488,-2264.07826955238,2264.05947039807,-3462.60393184165,3462.58513268734
2026-03-07,-0.00939957733067574,-2267.45250451221,2267.43370535754,-3467.76437889218,3467.74557973752
2026-03-08,-0.00939957728475411,-2270.82172560481,2270.80292645024,-3472.91715789462,3472.89835874005
2026-03-09,-0.00939957706992423,-2274.18595516924,2274.1671560151,-3478.06230301359,3478.04350385945
2026-03-10,-0.00939957684786827,-2277.54521536789,2277.52641621419,-3483.19984814342,3483.18104898972
2026-03-11,-0.00939957677008212,-2280.89952816015,2280.88072900661,-3488.32982686805,3488.31102771451
2026-03-12,-0.00939957687500375,-2284.24891530646,2284.23011615271,-3493.45227246718,3493.43347331343
2026-03-13,-0.00939957707359987,-2287.59339839733,2287.57459924319,-3498.56721796069,3498.54841880654
2026-03-14,-0.00939957722221298,-2290.93299888679,2290.91419973235,-3503.67469615975,3503.65589700531
2026-03-15,-0.00939957722502676,-2294.26773810794,2294.24893895349,-3508.77473969058,3508.75594053613
2026-03-16,-0.00939957709434922,-2297.59763726332,2297.57883810914,-3513.86738097967,3513.84858182548
2026-03-17,-0.0093995769320216,-2300.9227173998,2300.90391824594,-3518.95265221536,3518.9338530615
2026-03-18,-0.00939957685088114,-2304.24299938809,2304.22420023439,-3524.0305853166,3524.0117861629
2026-03-19,-0.00939957689800977,-2307.55850392083,2307.53970476704,-3529.10121193002,3529.08241277622
2026-03-20,-0.00939957702894947,-2310.86925153009,2310.85045237603,-3534.16456345672,3534.14576430267
2026-03-21,-0.00939957714675929,-2314.17526261122,2314.15646345692,-3539.22067108878,3539.20187193449
2026-03-22,-0.00939957717294795,-2317.47655743754,2317.4577582832,-3544.2695658316,3544.25076667725
2026-03-23,-0.00939957709879638,-2320.77315615761,2320.75435700341,-3549.31127849973,3549.29247934553
2026-03-24,-0.00939957698421938,-2324.06507877987,2324.04627962591,-3554.34583969342,3554.32704053945
2026-03-25,-0.00939957691092955,-2327.35234515707,2327.33354600324,-3559.37327977477,3559.35448062094
2026-03-26,-0.00939957692448371,-2330.63497498216,2330.61617582832,-3564.39362886156,3564.37482970771
2026-03-27,-0.00939957700716969,-2333.91298779819,2333.89418864417,-3569.40691684227,3569.38811768826
2026-03-28,-0.00939957709622097,-2337.18640301491,2337.16760386072,-3574.41317340163,3574.39437424744
2026-03-29,-0.00939957713067439,-2340.45523992129,2340.43644076703,-3579.41242803958,3579.39362888531
2026-03-30,-0.00939957709251406,-2343.71951768663,2343.70071853245,-3584.40471007305,3584.38591091886
